,tweet_id,jpg_url,img_num,prediction,confidence,is_dog_breed,prediction_number,rating_numerator,rating_denominator,name,dog_rank
19,666051853826850816,https://pbs.twimg.com/media/CT5KoJ1WoAAJash.jpg,1,mud_turtle,0.045885400000000014,False,2,2.0,10,,None
20,666051853826850816,https://pbs.twimg.com/media/CT5KoJ1WoAAJash.jpg,1,terrapin,0.017885299999999996,False,3,2.0,10,,None
21,666055525042405380,https://pbs.twimg.com/media/CT5N9tpXIAAifs1.jpg,1,chow,0.692517,True,1,10.0,10,,None
22,666055525042405380,https://pbs.twimg.com/media/CT5N9tpXIAAifs1.jpg,1,Tibetan_mastiff,0.0582794,True,2,10.0,10,,None
23,666055525042405380,https://pbs.twimg.com/media/CT5N9tpXIAAifs1.jpg,1,fur_coat,0.0544486,False,3,10.0,10,,None
24,666057090499244032,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg,1,shopping_cart,0.962465,False,1,9.0,10,,None
25,666057090499244032,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg,1,shopping_basket,0.0145938,False,2,9.0,10,,None
26,666057090499244032,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg,1,golden_retriever,0.00795896,True,3,9.0,10,,None
27,666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,1,miniature_poodle,0.201493,True,1,8.0,10,,None
28,666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,1,komondor,0.192305,True,2,8.0,10,,None
29,666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,1,soft-coated_wheaten_terrier,0.08208610000000001,True,3,8.0,10,,None
30,666063827256086533,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,1,golden_retriever,0.77593,True,1,10.0,10,,None
31,666063827256086533,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,1,Tibetan_mastiff,0.0937178,True,2,10.0,10,,None
32,666063827256086533,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,1,Labrador_retriever,0.07242660000000001,True,3,10.0,10,,None
33,666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,Gordon_setter,0.503672,True,1,9.0,10,,None
34,666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,Yorkshire_terrier,0.174201,True,2,9.0,10,,None
35,666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,Pekinese,0.109454,True,3,9.0,10,,None
36,666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,Walker_hound,0.260857,True,1,10.0,10,,None
37,666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,English_foxhound,0.17538199999999998,True,2,10.0,10,,None
38,666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,Ibizan_hound,0.0974705,True,3,10.0,10,,None
39,666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1,pug,0.489814,True,1,6.0,10,,None
40,666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1,bull_mastiff,0.404722,True,2,6.0,10,,None
41,666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1,French_bulldog,0.0489595,True,3,6.0,10,,None
42,666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1,bloodhound,0.195217,True,1,9.0,10,,None
43,666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1,German_shepherd,0.0782598,True,2,9.0,10,,None
44,666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1,malinois,0.07562780000000001,True,3,9.0,10,,None
45,666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,Lhasa,0.58233,True,1,8.0,10,,None
46,666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,Shih-Tzu,0.166192,True,2,8.0,10,,None
47,666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,Dandie_Dinmont,0.0896883,True,3,8.0,10,,None
48,666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,English_setter,0.298617,True,1,11.0,10,,None
49,666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,Newfoundland,0.149842,True,2,11.0,10,,None
50,666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,borzoi,0.133649,True,3,11.0,10,,None
51,666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,hen,0.965932,False,1,1.0,10,,None
52,666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,cock,0.0339194,False,2,1.0,10,,None
53,666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,partridge,5.20658e-05,False,3,1.0,10,,None
54,666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,desktop_computer,0.086502,False,1,10.0,10,,None
55,666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,desk,0.0855474,False,2,10.0,10,,None
56,666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,bookcase,0.0794797,False,3,10.0,10,,None
57,666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,Italian_greyhound,0.176053,True,1,11.0,10,,None
58,666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,toy_terrier,0.111884,True,2,11.0,10,,None
59,666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,basenji,0.111152,True,3,11.0,10,,None
60,666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,Maltese_dog,0.8575309999999999,True,1,9.0,10,,None
61,666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,toy_poodle,0.0630638,True,2,9.0,10,,None
62,666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,miniature_poodle,0.0255806,True,3,9.0,10,,None
63,666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,three-toed_sloth,0.914671,False,1,3.0,10,,None
64,666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,otter,0.01525,False,2,3.0,10,,None
65,666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,great_grey_owl,0.0132072,False,3,3.0,10,,None
66,666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,ox,0.416669,False,1,9.0,10,,None
67,666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,Newfoundland,0.278407,True,2,9.0,10,,None
68,666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,groenendael,0.102643,True,3,9.0,10,,None
69,666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,golden_retriever,0.8587440000000001,True,1,10.0,10,,None
70,666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,Chesapeake_Bay_retriever,0.0547868,True,2,10.0,10,,None
71,666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,Labrador_retriever,0.0142409,True,3,10.0,10,,None
72,666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,malamute,0.33687399999999995,True,1,8.0,10,,None
73,666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,Siberian_husky,0.147655,True,2,8.0,10,,None
74,666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,Eskimo_dog,0.0934124,True,3,8.0,10,,None
75,666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1,guinea_pig,0.996496,False,1,6.0,10,,None
76,666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1,skunk,0.00240245,False,2,6.0,10,,None
77,666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1,hamster,0.0004608630000000001,False,3,6.0,10,,None
78,666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,soft-coated_wheaten_terrier,0.326467,True,1,11.0,10,,None
79,666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,Afghan_hound,0.25955100000000003,True,2,11.0,10,,None
80,666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,briard,0.206803,True,3,11.0,10,,None
81,666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,Chihuahua,0.978108,True,1,9.0,10,,None
82,666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,toy_terrier,0.00939697,True,2,9.0,10,,None
83,666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,papillon,0.00457681,True,3,9.0,10,,None
84,666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,black-and-tan_coonhound,0.529139,True,1,7.0,10,,None
85,666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,bloodhound,0.24422,True,2,7.0,10,,None
86,666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,flat-coated_retriever,0.17381,True,3,7.0,10,,None
87,666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1,coho,0.40464,False,1,2.0,10,,None
88,666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1,barracouta,0.271485,False,2,2.0,10,,None
89,666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1,gar,0.189945,False,3,2.0,10,,None
90,666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,toy_terrier,0.14968,True,1,10.0,10,Walter,None
91,666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,papillon,0.148258,True,2,10.0,10,Walter,None
92,666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,Chihuahua,0.14286,True,3,10.0,10,Walter,None
93,666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,Blenheim_spaniel,0.906777,True,1,12.0,10,,None
94,666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,cocker_spaniel,0.0903464,True,2,12.0,10,,None
95,666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,Shih-Tzu,0.00111687,True,3,12.0,10,,None
96,666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,Pembroke,0.371361,True,1,7.0,10,,None
97,666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,chow,0.249394,True,2,7.0,10,,None
98,666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,Pomeranian,0.241878,True,3,7.0,10,,None
99,666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1,llama,0.505184,False,1,6.0,10,,None
100,666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1,Irish_terrier,0.104109,True,2,6.0,10,,None
101,666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1,dingo,0.0620712,False,3,6.0,10,,None
102,666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,Chesapeake_Bay_retriever,0.18413,True,1,10.0,10,,None
103,666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,chain_saw,0.056775300000000015,False,2,10.0,10,,None
104,666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,power_drill,0.0367634,False,3,10.0,10,,None
105,666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1,Chihuahua,0.6718529999999999,True,1,7.0,10,,None
106,666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1,beagle,0.12468,True,2,7.0,10,,None
107,666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1,Saluki,0.044094199999999986,True,3,7.0,10,,None
108,666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1,curly-coated_retriever,0.32208400000000004,True,1,9.0,10,Scout,None
109,666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1,giant_schnauzer,0.287955,True,2,9.0,10,Scout,None
110,666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1,Labrador_retriever,0.166331,True,3,9.0,10,Scout,None
111,666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1,dalmatian,0.278954,True,1,10.0,10,Kreggory,None
112,666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1,Labrador_retriever,0.237612,True,2,10.0,10,Kreggory,None
113,666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1,Great_Pyrenees,0.171106,True,3,10.0,10,Kreggory,None
114,666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,Ibizan_hound,0.0443334,True,1,9.0,10,Jimothy,None
115,666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,Pembroke,0.0432093,True,2,9.0,10,Jimothy,None
116,666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,West_Highland_white_terrier,0.0389056,True,3,9.0,10,Jimothy,None
117,666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,Border_collie,0.447803,True,1,4.0,10,,None
118,666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,English_springer,0.170497,True,2,4.0,10,,None
119,666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,collie,0.139206,True,3,4.0,10,,None
120,666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,German_shepherd,0.975401,True,1,8.0,10,Christoper,None
121,666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,beagle,0.00868727,True,2,8.0,10,Christoper,None
122,666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,bloodhound,0.00539404,True,3,8.0,10,Christoper,None
123,666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,Labrador_retriever,0.887707,True,1,8.0,10,,None
124,666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,Chihuahua,0.029307,True,2,8.0,10,,None
125,666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,French_bulldog,0.0207563,True,3,8.0,10,,None
126,666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,miniature_poodle,0.546933,True,1,10.0,10,Lugan,None
127,666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,cocker_spaniel,0.165255,True,2,10.0,10,Lugan,None
128,666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,toy_poodle,0.0959589,True,3,10.0,10,Lugan,None
129,666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,seat_belt,0.375057,False,1,5.0,10,Josep,None
130,666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,miniature_pinscher,0.167175,True,2,5.0,10,Josep,None
131,666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,Chihuahua,0.0869506,True,3,5.0,10,Josep,None
132,666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,Italian_greyhound,0.618316,True,1,10.0,10,,None
133,666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,Weimaraner,0.151363,True,2,10.0,10,,None
134,666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,vizsla,0.08598910000000001,True,3,10.0,10,,None
135,666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,snail,0.999888,False,1,2.0,10,,None
136,666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,slug,5.51417e-05,False,2,2.0,10,,None
137,666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,acorn,2.6258e-05,False,3,2.0,10,,None
138,666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,English_setter,0.32879200000000003,True,1,8.0,10,Jockson,None
139,666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,Brittany_spaniel,0.283545,True,2,8.0,10,Jockson,None
140,666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,Ibizan_hound,0.0574615,True,3,8.0,10,Jockson,None
141,666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,miniature_schnauzer,0.496953,True,1,9.0,10,Jeph,None
142,666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,standard_schnauzer,0.28527600000000003,True,2,9.0,10,Jeph,None
143,666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,giant_schnauzer,0.07376369999999999,True,3,9.0,10,Jeph,None
144,666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,Maltese_dog,0.359383,True,1,12.0,10,,None
145,666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,teddy,0.148759,False,2,12.0,10,,None
146,666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,West_Highland_white_terrier,0.106007,True,3,12.0,10,,None
147,666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,Airedale,0.448459,True,1,10.0,10,,None
148,666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,toy_poodle,0.12403,True,2,10.0,10,,None
149,666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,teddy,0.110183,False,3,10.0,10,,None
150,666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,triceratops,0.442113,False,1,3.0,10,,None
151,666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,armadillo,0.114071,False,2,3.0,10,,None
152,666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,common_iguana,0.0432553,False,3,3.0,10,,None
153,666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,swab,0.589446,False,1,11.0,10,,None
154,666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,chain_saw,0.190142,False,2,11.0,10,,None
155,666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,wig,0.0345097,False,3,11.0,10,,None
156,666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,hay,0.507637,False,1,10.0,10,Carll,None
157,666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,Rottweiler,0.0624899,True,2,10.0,10,Carll,None
158,666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,water_buffalo,0.0484247,False,3,10.0,10,Carll,None
159,667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,hyena,0.98723,False,1,9.0,10,Klevin,None
160,667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,African_hunting_dog,0.0126008,False,2,9.0,10,Klevin,None
161,667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,coyote,5.735010000000001e-05,False,3,9.0,10,Klevin,None
162,667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,golden_retriever,0.765266,True,1,12.0,10,,None
163,667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,Labrador_retriever,0.206694,True,2,12.0,10,,None
164,667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,seat_belt,0.0106669,False,3,12.0,10,,None
165,667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,Chesapeake_Bay_retriever,0.825678,True,1,10.0,10,Keet,None
166,667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,vizsla,0.090998,True,2,10.0,10,Keet,None
167,667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,kelpie,0.0229562,True,3,10.0,10,Keet,None
168,667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,jigsaw_puzzle,0.560001,False,1,8.0,10,,None
169,667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,doormat,0.103259,False,2,8.0,10,,None
170,667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,space_heater,0.042568,False,3,8.0,10,,None
171,667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,Chihuahua,0.483682,True,1,10.0,10,Dave,None
172,667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,pug,0.0924939,True,2,10.0,10,Dave,None
173,667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,Brabancon_griffon,0.057495400000000016,True,3,10.0,10,Dave,None
174,667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,Chihuahua,0.959514,True,1,7.0,10,Clybe,None
175,667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,Italian_greyhound,0.00537015,True,2,7.0,10,Clybe,None
176,667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,Pomeranian,0.00264133,True,3,7.0,10,Clybe,None
177,667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,Pembroke,0.741563,True,1,10.0,10,Gabe,None
178,667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,Chihuahua,0.0578659,True,2,10.0,10,Gabe,None
179,667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,toy_poodle,0.0391251,True,3,10.0,10,Gabe,None
180,667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,West_Highland_white_terrier,0.747713,True,1,10.0,10,,None
181,667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,Samoyed,0.243629,True,2,10.0,10,,None
182,667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,toy_poodle,0.00180397,True,3,10.0,10,,None
183,667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,toy_poodle,0.535411,True,1,12.0,10,Pipsy,None
184,667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,Pomeranian,0.08754400000000001,True,2,12.0,10,Pipsy,None
185,667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,miniature_poodle,0.06205,True,3,12.0,10,Pipsy,None
186,667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,golden_retriever,0.471351,True,1,11.0,10,Bradlay,None
187,667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,miniature_poodle,0.0919921,True,2,11.0,10,Bradlay,None
188,667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,standard_poodle,0.08738539999999999,True,3,11.0,10,Bradlay,None
189,667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,miniature_pinscher,0.140173,True,1,10.0,10,Churlie,None
190,667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,Rottweiler,0.13409400000000002,True,2,10.0,10,Churlie,None
191,667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,beagle,0.08189980000000001,True,3,10.0,10,Churlie,None
192,667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,giant_schnauzer,0.8412649999999999,True,1,10.0,10,Kenneth,None
